text,size
circled,15
lifting,15
attemping,15
propellers,15
site,15
knots,15
shifted,15
double,15
incapacitation,15
structure,15
tokyo,15
commercial,15
data,15
blades,15
aids,15
manual,15
carry,15
pan,15
oxygen,15
airline,15
road,15
strip,15
extremely,15
prepared,15
thought,15
proximity,15
primary,15
western,15
twice,15
given,15
downdraft,15
federal,15
bodies,15
shore,15
alcohol,15
precision,15
rio,15
loading,15
english,15
reports,14
strike,14
rice,14
prevent,14
equipped,14
engaged,14
wires,14
slopes,14
airway,14
medical,14
witness,14
manner,14
rome,14
p,14
drop,14
discovered,14
nearby,14
early,14
absence,14
stopped,14
attack,14
operated,14
rescue,14
japanese,14
army,14
artificial,14
feathering,14
assigned,14
cracks,14
zero,14
published,14
good,14
indication,14
overshoot,14
overspeeding,14
facilities,14
paris,14
corrosion,14
formation,14
metal,14
prematurely,14
trip,14
rod,14
performed,14
bolts,14
origin,14
pole,14
actions,14
decompression,14
far,14
lighting,14
pacifiocean,14
ruptured,14
sandstorm,14
obstructions,14
departing,13
blew,13
remained,13
municipal,13
authorized,13
falling,13
didn,13
seriously,13
enemy,13
load,13
communications,13
sight,13
rescued,13
false,13
increased,13
illusion,13
las,13
undetected,13
lifted,13
retraction,13
horizon,13
car,13
vicinity,13
braking,13
box,13
collapsed,13
application,13
pieces,13
headed,13
limitations,13
trafficontroller,13
exploding,13
maria,13
fort,13
hijacker,13
suicide,13
channel,13
order,13
black,13
broken,13
beacon,13
rated,13
selector,13
continuing,13
limited,13
deficiencies,13
got,13
burbank,13
adequately,13
region,13
flat,13
supervision,13
attendant,13
throttle,13
operational,13
local,13
leak,13
extension,13
effects,12
planned,12
occurrence,12
working,12
slow,12
generator,12
suspected,12
th,12
intended,12
sucked,12
transmission,12
indicator,12
location,12
great,12
blown,12
mechanism,12
configuration,12
hijackers,12
moments,12
diverting,12
erroneous,12
occupants,12
war,12
southern,12
cairo,12
blind,12
ship,12
conditons,12
loose,12
regulations,12
wave,12
whiteout,12
farm,12
border,12
correctly,12
controllers,12
dme,12
obstruction,12
mexico,12
belly,12
bolt,12
boy,12
troops,12
switch,12
pump,12
airways,12
town,12
lookout,12
showers,12
gas,12
chicago,12
general,12
school,12
domestiflight,12
mayday,12
free,12
compressor,12
quickly,12
accumulation,12
happened,12
wide,12
manila,12
rose,12
reverser,12
difficulty,12
flaw,12
soccer,12
reach,12
village,12
instructor,12
obstacle,12
higher,12
allowing,12
chose,12
transmitted,12
tupolev,12
supply,12
slats,11
reversal,11
asked,11
life,11
son,11
parachute,11
dove,11
sw,11
maintaining,11
stalling,11
traffic,11
pick,11
compass,11
avoidance,11
victims,11
pitot,11
terminal,11
handle,11
officially,11
liftoff,11
phase,11
brake,11
hills,11
spread,11
directly,11
accordance,11
excess,11
flights,11
brakes,11
positive,11
vehicle,11
defective,11
mode,11
shrouded,11
i,11
washington,11
restricted,11
chartered,11
inappropriate,11
workers,11
balance,11
identify,11
misread,11
advised,11
accidentally,11
centerline,11
trace,11
nearly,11
gross,11
cables,11
movement,11
remain,11
sharp,11
conducted,11
remove,11
airspace,11
source,11
alaska,11
approaches,11
areas,11
guard,11
penetrating,11
ingestion,11
conduct,11
adjacent,11
group,11
pylon,11
presence,11
existed,11
fourth,11
qualified,11
kennedy,11
provided,11
requested,11
standards,11
naval,11
circuit,11
opening,11
unita,11
member,11
miami,11
hole,10
recommended,10
respond,10
carbon,10
suitable,10
previous,10
support,10
floor,10
vancouver,10
stress,10
civilian,10
possibility,10
throttles,10
unsafe,10
directives,10
cover,10
technical,10
relief,10
spar,10
existing,10
harbor,10
try,10
mediterranean,10
realize,10
frequency,10
fact,10
juan,10
afghan,10
fully,10
situational,10
lavatory,10
earlier,10
japan,10
band,10
certified,10
abrupt,10
perform,10
perimeter,10
hilly,10
months,10
physical,10
upper,10
opened,10
rebel,10
impairment,10
sierra,10
execution,10
heater,10
ahead,10
trainee,10
actress,10
ejected,10
history,10
passed,10
outboard,10
glideslope,10
sounded,10
crossed,10
prevailing,10
michigan,10
sabotage,10
necessary,10
home,10
star,10
strayed,10
haze,10
windshield,10
loud,10
maneuvers,10
california,10
forecast,10
sound,10
different,10
exhaust,10
moderate,10
narrow,10
detected,10
cartwheeled,10
express,10
condtions,10
vehicles,10
waters,10
disregard,10
carburetor,10
administration,10
noise,10
direct,10
selected,10
changed,10
london,10
transporting,10
successfully,10
proceeding,10
corn,10
requirements,10
computer,10
pre,10
surfaces,10
arrival,10
originated,10
period,10
stick,10
intentional,10
carrier,10
ability,10
fired,10
series,9
obstructing,9
idle,9
erupted,9
eastern,9
simulated,9
cincinnati,9
loads,9
tore,9
jammed,9
cable,9
microburst,9
england,9
w,9
immediate,9
straight,9
gpws,9
partial,9
indian,9
destroying,9
puerto,9
face,9
yawed,9
antenna,9
official,9
created,9
guidance,9
marker,9
rugged,9
trafficontrol,9
death,9
rolling,9
lateral,9
governor,9
hail,9
remains,9
imbalance,9
auto,9
disaster,9
based,9
attained,9
yaw,9
piloting,9
roof,9
comply,9
stages,9
refused,9
canadian,9
designed,9
fatalities,9
unusual,9
characteristics,9
dangerously,9
children,9
include,9
mistakenly,9
cut,9
disintegration,9
acceleration,9
difficulties,9
soviet,9
bus,9
partially,9
hospital,9
ferrying,9
prevented,9
lbs,9
nut,9
gave,9
mother,9
escape,9
ne,9
environment,9
athens,9
inexperience,9
leased,9
george,9
continuation,9
insurance,9
wife,9
numerous,9
frozen,9
traveling,9
uncommanded,9
view,9
abandoned,9
obtain,9
china,8
successful,8
circumstances,8
locked,8
collapse,8
airship,8
o,8
seaplane,8
facility,8
activated,8
apparent,8
kong,8
unfavorable,8
seventy,8
sao,8
opposite,8
freezing,8
observe,8
wiring,8
surveillance,8
prevailed,8
compliance,8
fatal,8
director,8
major,8
colliding,8
spoiler,8
distraction,8
body,8
handling,8
d,8
palm,8
repair,8
practicing,8
involved,8
asymmetrical,8
briefing,8
piston,8
paddy,8
hong,8
affected,8
barrier,8
damaging,8
honolulu,8
onboard,8
aid,8
yoke,8
increase,8
installation,8
wheels,8
informed,8
external,8
discontinue,8
business,8
actually,8
douglas,8
mist,8
grand,8
bogota,8
climbout,8
guardia,8
men,8
county,8
fitting,8
alarm,8
paratroopers,8
springs,8
forested,8
dead,8
technique,8
kilometers,8
janeiro,8
canada,8
certification,8
according,8
loosing,8
unstabilized,8
preoccupied,8
distracted,8
scattered,8
permission,8
flame,8
unsuccessful,8
discipline,8
newark,8
exercises,8
failures,8
intercept,8
private,8
attachment,8
buildings,8
le,8
identified,8
boundary,8
assure,8
passing,8
claimed,8
slammed,8
dangerous,8
pin,8
accidents,8
luggage,8
mi,8
servo,8
tourists,8
civil,8
heat,8
tailplane,8
district,8
white,8
duty,8
locking,8
decisions,8
adhere,8
powerplant,8
overrunning,8
intense,8
issued,8
heart,8
tab,8
landings,8
reversed,8
turbulent,8
inbound,8
layer,8
getting,8
trailing,8
increasing,7
fix,7
doors,7
altimeters,7
grove,7
rotated,7
raised,7
overturned,7
oversight,7
exact,7
detached,7
truck,7
square,7
overshooting,7
operate,7
spark,7
diving,7
minister,7
refueling,7
cline,7
plant,7
banking,7
movie,7
overloading,7
mooney,7
tri,7
bird,7
process,7
delay,7
realized,7
allow,7
afb,7
means,7
government,7
housing,7
apporach,7
woman,7
thick,7
target,7
conducive,7
duties,7
mistake,7
cerro,7
fight,7
vegas,7
detonated,7
rough,7
parachuted,7
islands,7
window,7
cars,7
transition,7
commander,7
pounds,7
central,7
start,7
moved,7
convair,7
drift,7
cues,7
positioned,7
wet,7
overweight,7
signal,7
restarted,7
ordered,7
jump,7
refuel,7
quality,7
parked,7
drizzle,7
recorder,7
jamming,7
activation,7
dutch,7
gasoline,7
ii,7
il,7
settled,7
md,7
shift,7
abnormal,7
moscow,7
gyro,7
relative,7
disconnected,7
diversion,7
intermittent,7
kms,7
references,7
starting,7
strait,7
controlling,7
particular,7
autofeather,7
beechcraft,7
deliberately,7
oscillations,7
precipitated,7
severely,7
traffipattern,7
chief,7
mig,7
unauthorized,7
routine,7
homes,7
material,7
deployment,7
italian,7
aerobatics,7
regain,7
panel,7
rendered,7
supplies,7
grenade,7
jetliner,7
leaking,7
swerved,7
amazon,7
permitted,7
sustained,7
hawaii,7
lever,7
gusty,7
released,7
multiple,7
overconfidence,7
regarding,7
ignored,7
come,7
case,7
shaft,7
driver,7
changing,7
sheared,7
overheated,7
caribbean,7
separate,7
functioning,7
disabled,7
thrown,7
story,7
impacting,7
defense,7
reduction,7
rig,7
golf,7
misinterpretation,7
waiting,7
motor,7
practice,7
charts,7
difficult,7
know,7
vortex,7
lead,7
transfer,7
intentionally,7
legs,6
concrete,6
entry,6
adherence,6
nature,6
veer,6
country,6
child,6
severity,6
remedial,6
shaker,6
otter,6
glacier,6
current,6
locks,6
sam,6
drive,6
flipped,6
missiles,6
retract,6
world,6
act,6
causes,6
sand,6
sensory,6
klm,6
imminent,6
entire,6
investigators,6
iranian,6
degraded,6
progressive,6
shower,6
representative,6
bounce,6
relating,6
unintentional,6
agl,6
indicating,6
spiraled,6
monoxide,6
houston,6
doing,6
thirteen,6
evacuation,6
korean,6
segment,6
ramp,6
excessively,6
negligence,6
arrest,6
blowing,6
construction,6
exposure,6
aware,6
flock,6
exercised,6
involving,6
responded,6
tons,6
viking,6
security,6
necessitated,6
zone,6
steeply,6
montreal,6
maarten,6
ring,6
transferred,6
blame,6
forcast,6
developing,6
orientation,6
forcing,6
managed,6
pushed,6
stayed,6
committed,6
capability,6
robert,6
trapped,6
aires,6
constellation,6
plugs,6
cemetery,6
kansas,6
poles,6
ride,6
university,6
slide,6
crossing,6
misjudgment,6
officials,6
ailerons,6
quit,6
deaths,6
intersection,6
wingtip,6
dry,6
overcome,6
arrested,6
failing,6
fumes,6
manager,6
finally,6
filled,6
inputs,6
gradual,6
texas,6
zurich,6
morning,6
deployed,6
secondary,6
seas,6
reading,6
drainage,6
specified,6
sudan,6
squall,6
conducting,6
attaining,6
levers,6
component,6
search,6
del,6
deg,6
beginning,6
contrary,6
chart,6
humanitarian,6
santiago,6
dropping,6
alignment,6
connecting,6
taxing,6
profile,6
warned,6
dallas,6
request,6
normally,6
knowledge,6
intensity,6
vent,6
airplanes,6
actual,6
poorly,6
estimated,6
midway,6
taxiway,6
hanger,6
insulation,6
detection,6
fault,6
ingested,6
removed,6
knowing,6
football,6
crashes,6
closure,6
senator,6
ntsb,6
downwind,6
foggy,6
jersey,6
preoccupation,6
spoilers,6
exited,6
proceed,6
buenos,6
temperature,6
king,6
dum,6
pa,6
sending,6
navigator,6
grenades,6
searching,6
delta,6
viscount,6
concluded,6
capital,6
apply,6
leader,6
woods,5
looking,5
tires,5
travel,5
effective,5
fin,5
atr,5
spinning,5
nations,5
object,5
saying,5
orleans,5
rico,5
fail,5
extend,5
worker,5
split,5
big,5
creek,5
tornado,5
shifting,5
slightly,5
beech,5
actor,5
chain,5
crater,5
se,5
repaired,5
runways,5
unsuitable,5
instructed,5
blinding,5
aerial,5
plantation,5
caracas,5
postal,5
exit,5
burning,5
accumulated,5
brazilian,5
al,5
mast,5
roadway,5
pitching,5
flutter,5
cumulonimbus,5
precautionary,5
slipped,5
guam,5
typhoon,5
self,5
incapacitated,5
barely,5
bell,5
inclement,5
delhi,5
person,5
terrorists,5
newhall,5
lee,5
let,5
produced,5
vibrations,5
accompanied,5
shannon,5
travis,5
wire,5
oakland,5
commuter,5
spain,5
terrorist,5
conflicting,5
ball,5
supervise,5
delivery,5
effected,5
consisting,5
simultaneously,5
work,5
fan,5
saigon,5
sliding,5
covering,5
families,5
attacked,5
concerning,5
jose,5
cape,5
post,5
rendering,5
snowy,5
weakened,5
switched,5
blast,5
market,5
birds,5
transmissions,5
prompted,5
space,5
receiving,5
enroute,5
unwanted,5
couldn,5
fifty,5
baghdad,5
elected,5
israeli,5
notice,5
deviating,5
nacelle,5
read,5
fractured,5
dulles,5
havilland,5
foothills,5
month,5
deficient,5
family,5
vigilance,5
help,5
held,5
dirt,5
trafficontrollers,5
unexpected,5
circle,5
seventeen,5
abruptly,5
battery,5
territory,5
exceeding,5
seeing,5
hydraulifluid,5
arrive,5
parameters,5
escaped,5
aggravated,5
special,5
determining,5
soldiers,5
khartoum,5
aerodynamistall,5
torn,5
slowly,5
party,5
density,5
prohibited,5
noticed,5
eal,5
hazardous,5
portion,5
permit,5
manuals,5
karachi,5
personal,5
damascus,5
luanda,5
struggle,5
vented,5
harvard,5
protection,5
obtained,5
declaring,5
opportunity,5
human,5
royal,5
vapors,5
dean,5
powerlines,5
burn,5
bomber,5
earthquake,5
tailwind,5
girl,5
overheating,5
ranking,5
jfk,5
vertically,5
manufacturer,5
william,5
deep,5
fall,5
leveling,5
twa,5
attain,5
blood,5
responsibility,5
mental,5
bourget,5
evaluation,5
floats,5
violently,5
italy,5
moment,5
precipitation,5
ontario,5
bulkhead,5
ankara,5
deicing,5
da,5
shutting,5
lt,5
greater,5
red,5
rearward,5
allied,5
intermediate,5
selection,5
rotating,5
staff,5
hijacking,5
omission,5
progress,5
colombian,5
manually,5
executive,5
heed,5
slight,5
inboard,5
sleet,5
supplied,5
iowa,5
explode,5
perception,5
bridge,5
confusion,5
wear,5
catch,5
scattering,5
armed,5
stuck,5
row,5
slowed,5
msl,5
hydrogen,5
secured,5
mismanagement,5
platform,5
cheyenne,5
persian,5
ultimately,5
inadequacy,5
vincennes,5
dispatched,5
airbus,5
hub,5
precluded,5
falls,5
considered,5
reaction,5
coupled,5
overspeed,5
bermuda,5
persons,5
kill,5
severed,5
chinese,5
apartment,5
transponder,5
minor,5
grande,5
feed,5
hotel,5
optical,5
measures,5
nav,5
gradually,5
martin,5
completing,5
canal,5
lone,5
elevators,5
called,5
nantucket,5
journalists,5
stabilized,5
inaugural,5
hazard,5
impaired,5
shearing,5
misjudgement,5
spindle,5
connection,5
batteries,5
sequence,5
van,5
dynamite,5
catching,5
boom,5
auxiliary,5
sinking,4
regional,4
succession,4
intake,4
dyke,4
hot,4
malfunctioned,4
surviving,4
sixteen,4
acme,4
disconnection,4
substantially,4
rd,4
cushions,4
juneau,4
victoria,4
swiss,4
camp,4
extent,4
himalayas,4
played,4
crowd,4
deflection,4
lacked,4
smashed,4
aerodrome,4
proven,4
push,4
uruapan,4
irkutsk,4
understanding,4
pyrenees,4
winter,4
drilling,4
massive,4
say,4
dorval,4
resource,4
mistrimmed,4
guatemala,4
suppressed,4
combined,4
policies,4
vacant,4
malfunctions,4
tube,4
exhausted,4
hydraulics,4
turbocharger,4
civilians,4
keeping,4
states,4
drifting,4
calculations,4
dragged,4
gold,4
freight,4
acted,4
champion,4
wheeled,4
levels,4
recent,4
signals,4
sydney,4
imposed,4
clipping,4
momentary,4
tidal,4
appropriate,4
considerably,4
influence,4
certificate,4
crosswind,4
release,4
length,4
assumed,4
owned,4
unoccupied,4
clearly,4
brazzaville,4
ohio,4
drum,4
drug,4
louisiana,4
maui,4
columbia,4
dust,4
paul,4
replacement,4
daylight,4
autothrottle,4
gained,4
authority,4
physiological,4
worth,4
horn,4
disk,4
deliberate,4
bangkok,4
stresses,4
secure,4
knoll,4
overrun,4
mortar,4
india,4
altitudes,4
verify,4
lax,4
gearbox,4
bang,4
rocky,4
pakistani,4
kts,4
navigate,4
completed,4
extending,4
germany,4
secretary,4
techniques,4
receiver,4
prison,4
voice,4
taxied,4
requiring,4
injuring,4
confusing,4
prisoners,4
lajes,4
flyby,4
hydraulisystem,4
turns,4
gun,4
assistance,4
gorge,4
appears,4
exiting,4
planted,4
club,4
envelope,4
trans,4
occur,4
progressively,4
cold,4
january,4
cliffs,4
cart,4
marine,4
participating,4
correction,4
clearing,4
stoppage,4
husband,4
concern,4
dispatch,4
thinking,4
real,4
psa,4
downward,4
necessitating,4
removing,4
valencia,4
studs,4
storage,4
iran,4
lowering,4
commenced,4
deterioration,4
paulo,4
rwy,4
steered,4
leave,4
surrounded,4
ecuador,4
substantial,4
famous,4
deciding,4
described,4
temporary,4
evaluate,4
metres,4
frost,4
injection,4
utc,4
corrective,4
shoreline,4
danger,4
tcas,4
starter,4
pulling,4
reoriented,4
separating,4
florida,4
lowered,4
trucks,4
nautical,4
yak,4
batumi,4
destruction,4
accurate,4
inaccurate,4
highest,4
kinshasa,4
diego,4
rumors,4
interpret,4
arms,4
cali,4
berlin,4
phraseology,4
crosswinds,4
deck,4
esenboga,4
inadequately,4
disappearing,4
observation,4
monica,4
proceeded,4
inattention,4
unfamiliarity,4
potentially,4
peacekeeping,4
felt,4
lubrication,4
skin,4
father,4
transportation,4
okinawa,4
jungles,4
taipei,4
spatially,4
nearest,4
hinge,4
accessory,4
piloted,4
jail,4
african,4
adhesive,4
police,4
policy,4
dioxide,4
oro,4
standby,4
sounds,4
discharged,4
accurately,4
interior,4
beta,4
filed,4
stormy,4
qnh,4
resultant,4
pressurization,4
roosevelt,4
abandon,4
purchased,4
koepcke,4
monsoon,4
disregarded,4
believe,4
horizons,4
thomas,4
relation,4
fine,4
restart,4
severing,4
foreign,4
laden,4
y,4
distracting,4
effectiveness,4
flow,4
accidental,4
maryland,4
lima,4
breakup,4
tearing,4
antonov,4
airports,4
frank,4
charles,4
kandahar,4
nicknamed,4
voltage,4
dakota,4
soft,4
ese,4
female,4
sleep,4
risk,4
rise,4
guidelines,4
visible,4
heathrow,4
assessment,4
midwest,4
gate,4
relatively,4
jean,4
lodge,4
mixture,4
fluid,4
expected,4
drugs,4
spencer,4
elk,4
icy,4
nw,4
preceding,4
weakening,4
guanabara,4
altitiude,4
modified,4
ferry,4
lagoon,4
mainly,4
albuquerque,4
flyer,4
flare,4
azores,4
stormed,4
peninsula,4
quantity,4
parking,4
pakistan,4
approval,4
turkey,4
tamil,4
erroneously,4
components,4
model,4
casablanca,4
confined,4
madrid,4
respect,4
communicate,4
applying,4
contributory,4
rubber,4
calls,4
worse,4
worst,4
screens,4
establishing,4
presumed,4
court,4
logan,4
airworthiness,4
undertake,4
gps,4
attendants,4
initially,4
relying,4
smith,4
pt,4
political,4
lodged,4
trial,4
moving,4
analysis,4
prince,4
orly,4
significant,4
unnoticed,4
succumbed,4
crane,4
graham,4
adjustment,4
shanghai,4
leveled,4
connie,4
sir,4
usair,4
contaminated,4
longitudinal,4
inlet,4
catastrophifailure,4
shell,4
ensued,4
mistook,4
belts,4
overstressing,4
rpm,4
issuance,4
fishing,4
sky,4
column,4
kano,4
coupling,4
guitarist,4
retain,3
localized,3
eagle,3
scraped,3
kariba,3
k,3
replace,3
relay,3
temperatures,3
caution,3
detachment,3
speeds,3
master,3
listed,3
geneva,3
project,3
boston,3
responsible,3
committing,3
thunder,3
incomplete,3
gauge,3
bush,3
plata,3
boundry,3
demanded,3
chile,3
player,3
eighteen,3
manufacturing,3
dollars,3
marshall,3
reducing,3
joseph,3
underestimated,3
explosions,3
congested,3
irrigation,3
avalanche,3
unaware,3
sign,3
mcchord,3
boost,3
unintentionally,3
goma,3
nascar,3
guerillas,3
su,3
container,3
quito,3
collapsing,3
indicate,3
buried,3
sas,3
towers,3
link,3
statidischarge,3
bombs,3
jumped,3
concentrated,3
theorized,3
